"logFC" "logCPM" "LR" "PValue" "FDR"
"ENSG00000250266.1" 2.83812280130655 4.3204903785788 371.089966602102 1.08361628495833e-82 2.02669759192927e-80
"ENSG00000162670.9" 2.48388480405157 4.5472464729038 368.544424532598 3.8825733335552e-82 7.18751483850596e-80
"ENSG00000254695.1" 2.5506842463221 4.49633273813974 367.783164428622 5.68685024744931e-82 1.04212966857803e-79
"ENSG00000197085.10" 2.87156671026195 4.29029385901911 364.321064059648 3.22626506632821e-81 5.85309008333264e-79
"ENSG00000182348.6" 2.99790842063082 4.22583570992949 364.138351753188 3.53576879504865e-81 6.35108093859134e-79
"ENSG00000227338.1" 2.76397239301911 4.34697994009896 362.240768811601 9.15518538933003e-81 1.6283664052277e-78
"ENSG00000070915.8" 1.6504565418314 5.47519402544047 362.140176415245 9.62876272675804e-81 1.69597100377519e-78
"ENSG00000107165.11" 2.06987876716958 4.9131082145721 362.065905950907 9.99407047022648e-81 1.74338871606585e-78
"ENSG00000074803.16" 1.48647309378657 5.75637575804663 360.723318124379 1.95922337152221e-80 3.38516480058629e-78
"ENSG00000131910.4" 2.05015186911529 4.9224468183343 357.180907500616 1.15728376074085e-79 1.98070207427929e-77
"ENSG00000274002.1" 2.84277724079249 4.29249396899248 356.791867926908 1.40654640821759e-79 2.38481915307322e-77
"ENSG00000164893.7" 2.14569600285237 4.81346031768437 354.33510301665 4.82087475668627e-79 8.09817683664836e-77
"ENSG00000253300.1" 2.80724701881371 4.30241512166648 351.48339021118 2.01424501027527e-78 3.35251678682697e-76
"ENSG00000130701.3" 2.57945491711893 4.44191306447516 350.911372748734 2.68334186032962e-78 4.4255625481909e-76
"ENSG00000185290.3" 2.28626958548499 4.66343753004326 347.611720100326 1.40354521412797e-77 2.29397452925312e-75
"ENSG00000173376.12" 1.83798543812011 5.15240541536614 346.339958180852 2.65569002266627e-77 4.30174360635817e-75
"ENSG00000278898.1" 2.1721994393276 4.76613665141379 345.979050076524 3.18253135125263e-77 5.10951183844471e-75
"ENSG00000254489.1" 2.86311991525641 4.25853466177834 343.955656960284 8.77835856507579e-77 1.39699106217197e-74
"ENSG00000126733.19" 2.59503977539959 4.41509712319638 342.94481587655 1.45730383297056e-76 2.29899183806539e-74
"ENSG00000149452.14" 1.68868033625844 5.34946949816839 340.634859931478 4.64098087157484e-76 7.25833404931989e-74
"ENSG00000232835.1" 2.98521521231256 4.19178954827037 340.374622838028 5.28791594732086e-76 8.19943342874317e-74
"ENSG00000162763.3" 3.06548807521514 4.14883632162819 336.339949126602 3.99923645814725e-75 6.14865659522944e-73
"ENSG00000276668.1" 2.371979724175 4.56378868309245 336.030879537475 4.66970186198549e-75 7.11913707396141e-73
"ENSG00000169836.4" 3.08065257588642 4.1361122068769 332.598660567012 2.61097214221787e-74 3.94735471700971e-72
"ENSG00000186766.7" 2.16572675044932 4.73736846507578 332.083755689968 3.38023464509414e-74 5.06811710176016e-72
"ENSG00000134240.10" 1.62303035872538 5.42416747352921 331.571272549429 4.37083613737268e-74 6.49964829542747e-72
"ENSG00000169035.10" 2.22023077288581 4.68321907216823 331.120162261615 5.48044414972824e-74 8.08343233856665e-72
"ENSG00000113073.13" 1.82091952008477 5.12548512858109 329.421199718513 1.28484625087414e-73 1.87981295833538e-71
"ENSG00000205358.3" 1.76791824270095 5.1938019143904 327.943913232495 2.69531780770297e-73 3.91187645338779e-71
